,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,Abundance: 131C,Abundance: 132C,p_value0Control_Mix1,fold_change0Control_Mix1,q_value0Control_Mix1,p_value0Control_Mix2,fold_change0Control_Mix2,q_value0Control_Mix2,p_value0Control_Mix3,fold_change0Control_Mix3,q_value0Control_Mix3
O60884,3180.303578326266,3283.3101320027104,3111.8385201839583,3106.0383061901766,3125.188095165833,3070.8332361565363,3119.752505765317,3148.14488550827,3056.199999999999,3145.369714256733,3074.086670212648,2972.84255678899,0.6225221539566523,-0.09005877816404201,0.9998111793759804,0.6507326097545465,-0.08295357191318162,0.9999874507963832,0.6618616772636774,-0.08039949869474843,0.9998602487567436
O60885,1449.4200421938044,1465.6765322983929,1573.8667288684649,1471.3423362473916,1385.7348920174618,1427.9422385388814,1492.8719924989164,1463.5829659863898,1425.5000000000005,1476.640183473048,1428.7129265993804,1439.7213919820265,0.592133163653582,-0.06763574902473284,0.9998111793759804,0.6968319964744825,-0.05083506444345649,0.9999874507963832,0.6406497413254896,-0.06067031390028336,0.9998602487567436
O60888,1732.2302514144646,1713.7313803371426,1646.8811647438065,1792.6379830235662,1699.9368072838313,1774.762380227555,1577.6586999059446,1669.7933296659705,1615.8999999999999,1583.9280997031365,1668.869174349868,1651.5968324600076,0.7321646916461094,0.0526820666828914,0.9998111793759804,0.5606857000084295,-0.09384947351938244,0.9999874507963832,0.7291698825794051,-0.05441751400237235,0.9998602487567436
O60906,53.301573266650735,56.912206644362186,60.61575808518889,58.44550263782198,62.66741566396779,63.38437072241267,51.877325449266706,61.50960562328072,52.9,60.9873305716279,60.60260547927465,61.18200921667543,0.8879514603768351,-0.014137646550690611,0.9998111793759804,0.3836556308175385,-0.1468032337354384,0.9999874507963832,0.9736209872685223,0.003344788295585489,0.9998602487567436
O60907,421.8762820254058,466.0622975037488,443.67367376242424,454.6534404934273,431.75321407553173,408.45047951059126,441.953083352071,418.5481210227838,385.3,413.55218444761016,451.35502736066354,393.5169697866323,0.5397280603105116,-0.04268155731286444,0.9998111793759804,0.20922561258065497,-0.14290129376247537,0.9999874507963832,0.40585456032680656,-0.10080499886997929,0.9998602487567436
O60909,35.368996090503614,39.782381289233435,33.0631407737394,35.02091626313936,42.51006221791445,32.13069358632994,36.22877206877492,32.757989201670576,36.7,35.928590663285554,38.14756281957202,37.69319633971573,0.9252712753605019,0.013378213693942579,0.9998111793759804,0.7350088761113929,-0.03169196992526224,0.9999874507963832,0.540502144859381,0.05039622997611085,0.9998602487567436
O60921,841.8388107553335,831.4985717464954,877.0151160330549,807.2591779684354,865.834835314799,827.6643427287623,914.5393954429228,836.7820167294842,859.1999999999998,894.065968584069,858.4935614531869,828.2980703030584,0.843295444651743,-0.057982066978732025,0.9998111793759804,0.9005175348000615,0.03665545089064958,0.9999874507963832,0.8834706271053517,-0.04526267615731489,0.9998602487567436
O60925,1923.9599797207015,1868.4614421515028,1889.1145919402995,1839.8737001025468,1882.6169807586245,1801.3120600395841,1884.7497050334136,1751.5704681766156,1809.0000000000002,1857.333887775944,1812.0959329360792,1705.2402024087398,0.738931043804088,-0.08223016150149107,0.9998111793759804,0.7783141788407644,-0.06836739620477218,0.9999874507963832,0.7590575208837389,-0.07486031516315216,0.9998602487567436
O60927,128.43411005208927,132.077505880255,113.42494126546708,117.74140280079746,104.17958909742416,140.80100464878083,96.64167208921896,124.19755618187332,102.7,102.72423843221135,94.93541201688946,113.15894311670449,0.7670205227377263,-0.44067074252521693,0.9998111793759804,0.7285599086632557,-0.5089264755393587,0.9999874507963832,0.7392057607791923,-0.47291450727611695,0.9998602487567436
O60930,248.7879284121597,230.26978346238647,229.06939892546762,233.08623075798053,244.01707075948391,225.39322771353534,239.18576742788048,229.5415933987564,239.8,201.63158270619837,213.5396527831952,204.01938481980875,0.824964939873589,-0.011245436872174904,0.9998111793759804,0.9713829463524499,0.0015641540185657259,0.9999874507963832,2.7689161951838295e-05,-0.19303149203547795,0.0003739725227031818
O60934,1003.7281636024484,1051.3781332721644,1044.5503362962852,1049.0813105757197,1026.8940851263342,1012.7148137309252,1079.2759846666454,1045.1919576216476,1071.6000000000001,1141.3343292690363,1113.2152422802383,1117.7818181920752,0.8993722886300595,-0.01717412352871389,0.9998111793759804,0.8132520613101515,-0.03324803149544904,0.9999874507963832,0.8574752681573556,0.025136285760307558,0.9998602487567436
O60936,288.9058678655165,304.1246042558104,330.9375479297434,303.9784608094127,323.44901800234754,324.17717151865395,329.85253731727533,320.66693506287595,328.0,323.93814768929974,331.1902044790117,332.4936687650714,0.9314387014645362,0.014512582492757463,0.9998111793759804,0.5487022493079368,0.09935119975368184,0.9999874507963832,0.6894693214674474,0.06482578187405406,0.9998602487567436
O60941,4.465424356115687,2.9017736940382033,4.056357548630064,4.097369893921382,4.390710651615577,3.268879496375999,4.93166530779135,4.713379741247565,5.6,5.808317197297895,5.462037403711449,4.205767170536703,0.812850582043911,0.05401056005872321,0.9998111793759804,0.031388751531337244,0.4361155072612018,0.2808500616813993,0.058140065459023796,0.44800376784750756,0.42336554440651064
O60942,971.3361170826885,1033.2186462836673,956.9942412843458,968.6800900157534,1048.0493273568457,929.3185221892352,983.6775494694593,946.132426726428,979.1000000000001,1040.1866340760919,1029.464002089996,988.3552850761251,0.9357827390136081,-0.0046765886883227675,0.9998111793759804,0.5904110177962945,0.029261832733883844,0.9999874507963832,0.0774210840021395,0.10543214462583013,0.5346459892899111
O75027,1450.3414789657008,1398.3741037173136,1447.660434572409,1429.9047841126394,1410.815163466842,1422.4409535327852,1356.6821582299094,1350.0690705513443,1373.9000000000003,1396.6513580702597,1484.6337857326166,1364.6524156928242,0.6759352647401864,-0.02208195563398718,0.9998111793759804,0.2053959341413787,-0.07279003109567467,0.9999874507963832,0.9268988966817424,-0.004890030640941255,0.9998602487567436
O75030,40.68497746683181,54.291249759424446,47.2986597179883,43.29296491690517,45.437202652324835,39.386011492920574,45.333384944697414,38.17837590410527,41.3,57.33638833332637,45.34358035144584,42.37508809559622,0.623397580080741,-0.1330631835719031,0.9998111793759804,0.4363526115641091,-0.21069251668411776,0.9999874507963832,0.8607644442206397,0.04244975657792605,0.9998602487567436
O75044,866.434084589812,870.6257138144944,917.8082966636176,930.644127981615,871.8886939405115,840.7398607142662,891.0191455134564,840.7883895095448,861.9,910.5781846163874,904.183937830265,905.4302531287507,0.7081693391521107,-0.013443696151658262,0.9998111793759804,0.003827393470281,-0.11235372189630881,0.04318860045827911,0.7781327912283562,0.009407921521928838,0.9998602487567436
O75052,37.07011013092864,37.62945241946315,38.87980442837873,32.62434141952497,38.98418851282922,39.54546902932916,38.31524585284049,42.10619235514491,35.1,39.24762906174149,41.962319101529225,34.99515702276766,0.8191087708603768,-0.016407471851122093,0.9998111793759804,0.9375659421026625,0.008203036038894647,0.9999874507963832,0.9520567230937781,0.0037937526242926025,0.9998602487567436
O75054,44.796003064525614,39.40795887709947,46.380239140939985,46.84917274936524,37.853247890443384,44.32919512158672,54.62767725553496,42.57753032926966,43.3,43.72833089965701,44.38989128095653,42.05767170536703,0.7359816660575004,-0.044508813895164534,0.9998111793759804,0.2665078417845754,0.14348321007313478,0.9999874507963832,0.9715964526662979,-0.005224636527062171,0.9998602487567436
O75063,670.8059699409342,609.0916589389224,668.4571099949997,662.8462164241874,701.5823413929982,652.978611593157,653.6353327172689,653.5886574529958,655.3,684.8005975614218,670.6168145667947,625.6277051417239,0.8205547487586967,0.03136412901712862,0.9998111793759804,0.9215998753056409,0.013317742198941667,0.9999874507963832,0.8977973812153573,0.017027702940001145,0.9998602487567436
O75071,6.379177651593838,3.369801709205656,4.056357548630064,5.952782676074461,5.721229030893025,5.740471310709072,5.690383047451558,6.677287966767383,5.2,7.882716196332858,5.115241378078976,4.4438294632085915,0.1565511109745031,0.38827984486351647,0.9998111793759804,0.1795551326596675,0.39336022399283593,0.9642896155199608,0.3488177909630501,0.3463598747998797,0.9998602487567436
O75072,5.599500383065703,6.739603418411312,4.132892596717425,5.488929480536191,3.7919773809407262,6.2188439199348275,5.40586389507898,4.477710754185186,5.1,6.63807679691188,4.681746346038385,6.348327804583702,0.7627252729894894,-0.08966403638826259,0.9998111793759804,0.6105369084861904,-0.11244330235184134,0.9999874507963832,0.6631596669579543,0.11302501237991362,0.9998602487567436
O75083,9434.732866955601,9376.566861467769,8985.520785648381,8838.568023249883,9433.042679482287,8928.266649821304,9004.272454852427,8833.502085730104,8956.7,8795.783659748091,8663.484914337623,9055.889613238654,0.9072497471153124,-0.012193729153385423,0.9998111793759804,0.6319846893711074,-0.05050376152841504,0.9999874507963832,0.620840443405713,-0.05180735757504272,0.9998602487567436
O75110,1353.1653394064215,1363.3656081827883,1367.6813093211176,1463.534140789164,1411.4138967375166,1412.9532301164745,1346.9136673317837,1394.6890654351546,1326.9,1316.330628827626,1472.669322848296,1318.1509145242485,0.4683979147242039,0.09582002899963639,0.9998111793759804,0.9359723830229586,0.010461493364453577,0.9999874507963832,0.755603148550775,0.04111900961166679,0.9998602487567436
O75113,239.21916193476892,258.53867557850054,253.6371493615101,278.85307938442315,263.3761131779708,270.75889682177785,245.25550934516215,269.44820854131916,252.00000000000003,262.36998539794206,253.50789473733772,255.59954823205132,0.0035517468777353962,0.1480612153463891,0.0630559631059276,0.9630640948094369,0.002559382719953955,0.9999874507963832,0.667910628578078,0.02203103076926033,0.9998602487567436
O75116,6696.010141622996,7004.694486202159,6674.468473602465,6879.947905089542,6571.363749332349,6832.994621412497,6687.43299708253,6748.06721921512,6528.200000000001,6473.12058850862,6746.223086628496,6579.089520280324,0.902469692356586,-0.010456282333214757,0.9998111793759804,0.5694344946481493,-0.04961140348056791,0.9999874507963832,0.6735930716407214,-0.03587032557194426,0.9998602487567436
O75122,2411.187392799102,2343.5098775464658,2390.725297104855,2377.943406926939,2386.4842909909944,2262.463255333213,2437.1910592235026,2277.4265346418024,2357.0,2441.8995257039974,2378.240444781091,2244.530649408126,0.7604222724769385,-0.03860683168091861,0.9998111793759804,0.8411067052930324,-0.026289895415077695,0.9999874507963832,0.9497659845752162,-0.008115450615698527,0.9998602487567436
O75127,661.7333617253341,643.8193376643472,707.3369144233784,663.4646873515718,641.9751180013684,661.8285048638335,619.9672330198473,684.7755200742503,620.1,663.5587518113038,616.3432365553125,604.2814528988112,0.6341359862800837,-0.10096026756360088,0.9998111793759804,0.4063208305035636,-0.16355710919731037,0.9999874507963832,0.6394517439699618,-0.08598746226524161,0.9998602487567436
O75128,969.7767625456322,966.9458793359562,1029.3198617269006,1011.4318928711971,997.8222585391221,1004.7419369104962,994.3944375421596,980.2258735214521,948.4,1019.5256200457037,994.8710985331568,916.2224103965428,0.8004655495599688,0.009149878371540883,0.9998111793759804,0.02969538349055659,-0.09648528425186718,0.26786324537612044,0.008431471209587432,-0.10065219049092754,0.08291102654488862
O75129,21.47656476036592,16.380980530860825,16.30196524260762,17.00795050306989,22.552286528752738,15.547109799837068,19.916340666080455,19.796194913239773,14.8,19.250422711044454,20.894460544356495,19.2036916088657,0.9282306677384612,0.018766188321973114,0.9998111793759804,0.9656414154070119,0.008314021896750567,0.9999874507963832,0.297282885385048,0.14318781669514694,0.9998602487567436
O75131,3823.1829261035546,3797.579315068707,3811.2157896062513,3727.524279345535,3709.9509228582715,3795.5677391335557,3631.128262296297,3673.9223956444353,3634.0000000000005,3565.642951461216,3673.6102995247857,3687.743621682673,0.9913949059950704,0.0015898376231828315,0.9998111793759804,0.6748263661936564,-0.06253389512956747,0.9999874507963832,0.8693716167680647,-0.024145010247082873,0.9998602487567436
O75132,79.52708138986983,79.93918499060084,97.19951107094683,88.05479828634819,89.94304243915546,83.7152066145073,87.34737977838142,82.24847648477001,101.1,89.0332050385806,87.91279249783189,87.60692370325509,0.624356752558802,0.03781541466786732,0.9998111793759804,0.40109851806958574,0.08175942089852427,0.9999874507963832,0.4905243083397114,0.05010302273296723,0.9998602487567436
O75140,11.128121014447029,10.483827539750928,11.480257213103956,8.89051958115017,10.910250710075072,11.560671389622438,10.432368920327857,9.583872140536716,10.399999999999999,11.616634394595792,9.796987724117361,12.537947414052812,0.9928511438277887,-0.002096311940928224,0.9998111793759804,0.7830202474750486,0.05304267909654593,0.9999874507963832,0.5718044730588093,0.07942638498478252,0.9998602487567436
O75143,44.866882816209994,43.05857739540559,49.28857096825965,42.98372945321299,46.63466919367455,37.79143612883472,45.523064379612464,38.335488562146864,41.7,46.46653757838316,58.86862535111228,41.819609412695144,0.13261417457106298,-0.15368853838112695,0.9930929607143254,0.17141824218655632,-0.13936765839438278,0.9413656474200347,0.5873829194853175,0.06196837306963678,0.9998602487567436
O75145,69.67479590574159,62.15412041423765,53.5745336611518,66.02177149828039,64.19751180013685,67.60999543724017,55.57607443011022,61.19538030719755,54.5,51.44509517606708,63.203575671518195,48.88212409529451,0.3639008633845976,0.10155382896857408,0.9998111793759804,0.37342914675954186,-0.10796379431508256,0.9999874507963832,0.2488334994322582,-0.18189586741310895,0.9998602487567436
O75146,552.6494238830795,543.380525609412,562.5326034420939,579.8164944228372,530.2781000610267,545.9028758947918,521.6184460163928,552.4081056742147,542.7,525.3208025156139,589.1197485431634,522.6260865123534,0.9874997805620527,-0.0006929420691581228,0.9998111793759804,0.9628131097007527,0.0026609401615911603,0.9999874507963832,0.18731217651252996,0.07685251141504512,0.9565336506634095
O75147,195.62811464887767,201.6264689341384,207.48651536483214,187.3193821315379,197.2493497278816,204.18537537119352,192.71430587369275,188.37807699186104,181.10000000000002,201.96348654604398,204.78305313597525,187.27567023521922,0.7196743399054709,-0.02345294856916753,0.9998111793759804,0.0024512856186219636,-0.16004021858916784,0.028835973452527697,0.44699758641193965,-0.039976865429417446,0.9998602487567436
O75150,3752.090535164127,3878.828978501776,3906.195784282663,3845.9614619396407,3796.16851383545,3621.2009230707677,3705.008402195709,3608.563529899135,3809.3,3828.012936859158,3868.0761708981954,3725.516172119946,0.4992535317778358,-0.06678702825207584,0.9998111793759804,0.7064267814937546,-0.037562376121975695,0.9999874507963832,0.7419388778541626,-0.033248881881057554,0.9998602487567436
O75151,46.21359809821314,50.64063124111832,45.99756390050318,56.435472123822805,47.56603205916876,48.47509106820994,59.27482341095373,46.66245943835089,59.3,53.602470135063434,64.33066275482373,59.674281363086806,0.7004803818023853,0.06757592261453188,0.9998111793759804,0.6491464028817437,0.06451100305509254,0.9999874507963832,0.06674062614373305,0.21781097293589574,0.4734363071525019
O75152,1784.185109399112,1802.3758864098586,1836.0758036157595,1831.601651448781,1837.3128299442276,1725.7291877819146,1814.8528332672165,1706.950473292805,1758.1999999999998,1637.4475938782382,1624.305885056095,1572.0046726100393,0.9770061925758443,0.0038360668593741465,0.9998111793759804,0.7424130350526812,-0.04495155632596897,0.9999874507963832,0.6034640303774794,-0.07129548876326908,0.9998602487567436
O75153,6815.159004204437,6870.370445849099,6846.595796750938,6877.087477050386,6676.740804971126,6905.547800478401,6744.526506991962,6852.939918457878,6617.799999999999,6641.561787230259,6633.947873329984,6596.309359450254,0.9675678648252649,-0.003325369836356932,0.9998111793759804,0.5910023002858058,-0.04346095769367124,0.9999874507963832,0.5872494245784673,-0.043850651088779224,0.9998602487567436
O75161,9.072608215600125,12.636756409521208,15.46007971364666,18.47681895560774,13.438235630702222,12.995789217299704,13.751759031341265,17.282392384574404,16.1,21.73970150988641,19.5072764418266,19.60046209665218,0.29730485945590823,0.28811371841580663,0.9998111793759804,0.13000284047699612,0.3700721920926558,0.7972229834377771,0.001226280639221852,0.7431563138403238,0.0139830713816031
O75164,204.34632410605593,191.6106694095549,213.07357387520943,199.30225634960988,194.8544166451822,198.20571775587155,204.474430838426,212.57342633026516,197.89999999999998,221.545813096934,211.9790706678491,191.3227292106413,0.28573669845614647,-0.08384347091775626,0.9998111793759804,0.9485512042857623,0.006225131037054196,0.9999874507963832,0.5150626328989074,0.06070110254446396,0.9998602487567436
O75165,4118.042693110559,4074.3710832387374,4178.660555473664,4095.359863407383,3905.8697542068758,4076.2130032126647,3961.265318765943,4078.8017154176005,3910.1000000000004,3959.4468574380144,3950.526925992315,3797.172922214184,0.9038121436484123,0.010210450386732671,0.9998111793759804,0.641617075030281,-0.0399278593958387,0.9999874507963832,0.4972014806056094,-0.05813537053627625,0.9998602487567436
O75167,48.41087040042879,50.26620882898436,56.48286548847146,52.18348449805534,46.63466919367454,48.63454860461853,53.77411979841722,43.67731893556077,46.7,54.18330185479322,50.54552073593293,47.29504214414858,0.4439006231759062,-0.10132937173334214,0.9998111793759804,0.6282351014181164,-0.06852670599250597,0.9999874507963832,0.9661886444172387,0.006447959671130656,0.9998602487567436
O75170,151.6117888528802,141.812488595738,149.93215920313767,166.6779149300849,153.07613953587034,171.97495301665927,172.22892690286716,172.4311422006401,157.3,174.00058803905267,164.64141316901652,157.04175906588935,0.146731507730138,0.14353109564730138,0.9998111793759804,0.3371250470646012,0.08989062949531695,0.9999874507963832,0.9743141511678849,0.003420041776091095,0.9998602487567436
O75175,1005.5001573945577,1057.4624974693413,1077.8430822142868,1045.757029341029,1024.299574286743,997.6460765403141,1005.3010050497752,955.7948551959854,1062.3,1082.3384217364821,1086.5986473129458,1080.0092677548027,0.6145780257806439,-0.08441196273184494,0.9998111793759804,0.5745767333093517,-0.0947371952311899,0.9999874507963832,0.825280852870396,0.036331625156670044,0.9998602487567436
O75177,149.13099754392704,182.81174272440683,166.6167996861821,179.2019512096182,161.591457163246,167.58987076542317,154.4938997383098,161.90459411185387,166.8,120.23216598406644,189.43732900173836,167.9132704312389,0.7354206779387361,0.03212338569241199,0.9998111793759804,0.6547163878888795,-0.03801100938173068,0.9999874507963832,0.6063232206970586,-0.0833320153248405,0.9998602487567436
O75179,1462.3910367520452,1554.3210383711084,1520.8279405439248,1564.6541374165067,1496.8331766871283,1451.223038854535,1537.4466597039534,1495.0054975947069,1536.5,1622.0970412853794,1661.1529627795449,1588.9070953897437,0.40263065884032245,-0.046905860851384144,0.9998111793759804,0.6269194732476349,0.026734388910431027,0.9999874507963832,0.14598662440648016,0.09480792653751537,0.8171025559123347
O75182,129.42642657567052,137.41302525316397,130.18611679659884,136.60476608602045,121.80895762285033,123.26067564383646,138.56082720544543,121.91942264027035,136.1,131.76582441870082,138.2849152209486,127.12526428678864,0.5795811725789177,-0.06693980166918519,0.9998111793759804,0.7744893126724175,0.03382549895546773,0.9999874507963832,0.987086350116501,0.0017880517300682501,0.9998602487567436
O75190,645.9271770997183,746.87910660422,629.806910710883,711.8600374193978,593.8768785904887,735.8965305256213,606.0257945535909,702.372137774908,568.8,489.14328397244424,634.4633288946093,621.1045215809579,0.9586043966576644,0.004433464376094396,0.9998111793759804,0.6466085414757912,-0.04869304566438515,0.9999874507963832,0.10120733516794438,-0.17358050403782496,0.6479024491242681
O75191,55.42796581718202,61.5924867960367,59.544267411965855,53.03388202320884,55.81524601068893,47.51834584975842,61.07677804264672,65.43742207432035,57.6,59.16185945247713,59.475518395969104,55.309805997435504,0.2743835042336866,-0.18483488059338699,0.9998111793759804,0.23120130408903905,0.13705670506677492,0.9999874507963832,0.34463038212174035,-0.09466550114838937,0.9998602487567436
O75197,129.28466707230177,122.52973437083898,118.7058595834949,123.61687661094886,109.43513669557008,122.38365919358924,109.16051479361238,120.34829605985449,92.80000000000001,118.82157466472268,115.22297951638913,112.84152672647531,0.5168510791517952,-0.05970883820021441,0.9998111793759804,0.09364429020856786,-0.1771080321385944,0.6469653138820489,0.35309873882058007,-0.08083165647502655,0.9998602487567436
O75204,2.1972723022156555,2.808168091004713,3.291007067756467,5.102385150920966,2.394933082699406,6.059386383526242,2.370992936438149,3.456478476914881,2.1,2.9041585986489475,4.855144358854621,1.666436048703222,0.16199546374542573,0.6221522545444279,0.9998111793759804,0.7722803807555387,-0.07956281836010921,0.9999874507963832,0.8829482505887393,0.07017609935609041,0.9998602487567436
O75208,741.1895633635197,705.9734580785848,755.7835998626772,733.8157553415425,741.8305223661409,717.3994563022253,760.045495704613,736.5441408989527,797.5,747.1155434924322,717.3475790207704,728.8673860637663,0.9629767818367928,-0.007506499192295227,0.9998111793759804,0.8815717576204624,0.02475380209302845,0.9999874507963832,0.997183670083293,0.000562925812343579,0.9998602487567436
O75223,2820.092680266266,2569.567408872346,2670.843573104591,2571.911351527859,2664.8952618547996,2444.484033143613,2545.7825357123693,2364.3883908678204,2480.7,2400.079641883452,2481.932456445201,2370.465602231555,0.8632246014826132,-0.03243425395864649,0.9998111793759804,0.7368832101032659,-0.06502412388528288,0.9999874507963832,0.8014166924991271,-0.047324801653150506,0.9998602487567436
O75251,342.2074411321672,443.78416398177814,331.16715307400545,400.92377867691107,374.6074496855654,394.33848753843154,353.3727872467417,346.7476362977792,343.6,267.0996151157418,414.2478526179889,448.82677578406776,0.9777885076582762,0.01882323639651952,0.9998111793759804,0.7833588391353528,-0.19366572787027037,0.9999874507963832,0.9178067979183855,-0.07152457224834602,0.9998602487567436
O75306,1966.913109241433,1859.8497266724216,1846.7141752999028,1857.8093569966934,1830.0615047771657,2041.3753811027095,1786.969956334704,2067.7596924853065,1699.0000000000005,1862.2294694136667,1795.3630246993125,1764.3590050889256,0.798093513280089,0.03234071617646888,0.9998111793759804,0.9213133924033368,-0.012655323968515517,0.9999874507963832,0.9922861291459464,0.001196417834065698,0.9998602487567436
O75312,1299.0132091195585,1372.4453516770366,1354.28767590583,1374.0104740502777,1332.1150013325807,1295.2735682469388,1314.0042853740224,1302.5424914937646,1354.2000000000003,1323.0516815844994,1309.4150937818094,1303.9465310614928,0.8711363735638973,-0.03303041599361659,0.9998111793759804,0.8747525300561898,-0.032422531994146124,0.9999874507963832,0.984573121434904,-0.0038491964007732085,0.9998602487567436
O75319,74.91989753038541,63.74541566580699,76.53504808735971,76.99963045935277,65.92718569319753,75.34368595305658,73.50078102958263,71.4862594089214,62.1,69.53385444765195,61.46959554335582,66.49873375301428,0.5180659752407474,0.07133088563917463,0.9998111793759804,0.9135531531685543,0.013682919332561778,0.9999874507963832,0.5411169259249042,-0.06602627413837132,0.9998602487567436
O75323,762.3117293654635,748.1895850466889,803.3883997730148,758.554592436917,782.0787033392837,733.7438537841052,777.4011639993404,775.7437490803284,786.8,824.6980660563398,840.4601681202981,852.1042995702475,0.9547343134821206,-0.010224267422988006,0.9998111793759804,0.8803021856404305,-0.028224496751369763,0.9999874507963832,0.5928921736568606,0.09977857602601613,0.9998602487567436
O75330,925.1933987361596,1017.4929049740409,952.5552084952791,1035.552259039187,941.7409088525774,1001.7919724869372,968.598034393713,1019.3469253738067,981.9,947.4195108392482,989.8425561614861,935.2673938102938,0.760299194815709,0.02235359167743061,0.9998111793759804,0.6259734283448768,0.037853010129922676,0.9999874507963832,0.8433705523947961,-0.015738906933221813,0.9998602487567436
O75340,3179.311261802685,3188.1132337176505,3400.3756514733045,3160.3091300681535,3188.1881404246205,3084.1479404466536,3162.904577208491,3036.987679943846,3267.8,3104.0476861959564,3244.97041184305,3363.8995495513473,0.8487737551828909,-0.035209302053866104,0.9998111793759804,0.837488644336307,-0.03686475437458235,0.9999874507963832,0.9557023825851731,0.010128190881001298,0.9998602487567436
O75347,4187.575729512933,4067.1634518051596,4013.7275268454055,3879.20427428655,4173.170896603715,4005.8125008882753,4121.070242681877,4024.597848393255,3948.2999999999993,3874.97733019731,3899.8080072435664,3921.441438988911,0.7245922441689925,-0.052505270353795604,0.9998111793759804,0.9757530818913003,-0.004450322976770164,0.9999874507963832,0.7546684471316047,-0.04590364053552295,0.9998602487567436
O75348,291.6701781812071,309.83454604085335,238.25360469595074,291.4544245298795,276.9474006466007,261.9090035511014,238.99608799296544,231.976839598401,262.7,247.35133664492895,217.00761303951995,219.17601745325234,0.9039226117276132,0.010384365932054409,0.9998111793759804,0.10397100680811375,-0.1517552742840746,0.6912769430999353,0.649850854765712,-0.049249158300060124,0.9998602487567436
O75351,1312.3386024362212,1361.025468106951,1301.0192824370279,1332.6502307814487,1282.619717623459,1312.893626020087,1305.27903136793,1398.6954382152146,1254.3,1318.9028835864292,1316.177616281643,1258.0798626733756,0.9553638978994882,-0.008905405114275351,0.9998111793759804,0.8831976241811932,0.02360545588433105,0.9999874507963832,0.7939707870980821,-0.041049939867297686,0.9998602487567436
O75352,1251.5237754910265,1146.1070035420569,1013.40057172473,1136.6722556665297,1149.1687241819313,1196.4098956736157,976.4697309426874,1070.3299829083012,930.3,1007.2451779714166,1215.693467854634,928.9984201032676,0.7986455695690551,0.05597963185853752,0.9998111793759804,0.22098266449291426,-0.2986521343001965,0.9999874507963832,0.4337215737968404,-0.1930533336538374,0.9998602487567436
O75362,277.63598734770073,277.25979618519864,308.512778840147,312.17320059725546,268.69818669508055,270.3602529807564,298.1760716864616,272.43334904410926,284.0,316.2213834128897,329.976418389298,320.1144295461332,0.18346924704278844,-0.09506262968242027,0.9998111793759804,0.4672649920098181,-0.05173110291486339,0.9999874507963832,0.589598947787666,0.03406966680985942,0.9998602487567436
O75367,5969.209167851406,6355.165206752765,6056.141820104685,6208.98425774343,6240.530354325013,6311.967121197442,6065.2844505611565,6212.07738630625,5958.100000000001,5771.060991275228,6153.288581803376,6222.868976345617,0.8850133668148766,-0.01980088723856256,0.9998111793759804,0.8622928497781449,-0.023892770480489395,0.9999874507963832,0.9516624781854174,-0.008192252050598413,0.9998602487567436
O75368,1571.1205758358778,1618.9089044642171,1452.8648178423496,1555.6090001035104,1450.9302926020566,1425.7895617973656,1334.3948246273903,1294.8439712497268,1443.9,1223.9783853905892,1411.7199213433892,1363.4621042294646,0.8511062842363084,-0.07745719851496718,0.9998111793759804,0.6624482646430871,-0.1835848895999164,0.9999874507963832,0.7660963670490043,-0.11984423641106208,0.9998602487567436
O75369,29840.02106036385,29210.65808823406,29470.509081470653,29098.361353640812,29659.11739982529,29198.907321921703,29132.20053058062,29281.24319186834,28266.70000000001,28488.053357587003,28282.256278405064,28167.292406645232,0.7779738395623954,-0.015102386983534005,0.9998111793759804,0.379664049699433,-0.047200924036397064,0.9999874507963832,0.239016182575979,-0.06243736055783428,0.9998602487567436
O75373,9.923165235812636,11.607094776152813,12.78135303058907,12.601345145456326,13.039080116918988,13.713348131138337,14.225957618628895,15.554153146116965,22.0,17.341975631932286,19.420577435418483,16.108881804131144,0.06798677211424375,0.2046936411096382,0.6483259571152695,0.008747473227699582,0.5751364595735461,0.0926855476686159,2.0856660094606627e-06,0.6272636495007338,3.191537278725642e-05
O75376,1839.5421954646101,1828.7726664653026,1893.6301597774536,1881.3112522372987,1858.4680721747388,1828.0211973880218,1848.520932964639,1841.3603522473816,1880.2999999999997,1875.0077672477223,1913.1002754015371,1888.6275218636515,0.44641144820615786,0.04318042466930309,0.9998111793759804,0.7472933330047927,0.019752041655913502,0.9999874507963832,0.5451162801752424,0.03605994244910536,0.9998602487567436
O75379,82.36227145724489,74.79087682375885,79.44337991467938,77.85002798450627,84.75402075997343,81.00442849556134,88.29577695295667,90.96822900607799,77.4,82.31215228170731,95.62900406815442,84.90888438630702,0.5639211999209852,0.054199859680028176,0.9998111793759804,0.23677279012127428,0.12422016170686534,0.9999874507963832,0.09934199037105387,0.16190214872160144,0.6401236615909363
O75380,2034.9576708584343,1900.942586404124,1979.808623923821,1913.6263581931319,1970.2981419530083,1810.1619533102603,1943.834849009452,1795.7976814153224,1973.6,1909.110886791857,1823.2801047627268,1863.5516270355458,0.8027992243989356,-0.07152344239397816,0.9998111793759804,0.8532086484756618,-0.05335585602704226,0.9999874507963832,0.8964498388740777,-0.036327355699877176,0.9998602487567436
