,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,p_value_Mock_vs_Infected,fold_change_Mock_vs_Infected,q_value_Mock_vs_Infected
Q9CWZ3,1326.8999999999996,1252.537560422792,1281.8432957410828,1243.3778900870282,1284.7194519064426,1255.2630977709412,1288.5448534184845,1311.6462205189598,1282.6221419250917,1233.7990465948621,0.9896899542892812,-0.0011529286370280804,0.9922779661333249
Q9CX11,462.1,453.71640300629815,458.6589715165504,438.01044083374535,475.2107854054464,472.1495334168059,464.0563632940695,455.4997833221906,523.0430696596873,477.56098268859205,0.36884646511641106,-0.05482085536135249,0.9922779661333249
Q9CX34,3215.0000000000005,3118.0302151000387,3139.75151862842,3305.192072417251,3334.0077792096454,3140.9846901631463,3136.6605837410802,3121.5731382484123,3202.2100448607075,3137.014148702869,0.9152394644766226,0.008898889971078997,0.9922779661333249
Q9CXU0,672.9,619.2615770761637,656.6230161424936,585.9878609382617,687.6380465573022,690.8658613966497,662.2039250190518,652.1259942444415,698.4613431576173,675.326661420312,0.3364916463076979,-0.04761652489240006,0.9922779661333249
Q9CXW4,2162.8,2180.291255527562,2159.1059667454983,2062.8351856888094,2004.010006699121,2058.6116421286533,2147.184287560074,2155.946796198157,2077.530473365631,2007.2098168530388,0.9310397272317673,-0.009341811836562802,0.9922779661333249
Q9CY45,522.4,521.2483232221005,520.2709914340444,497.84123764693294,544.5247004984226,508.7510413644533,494.7832021063565,540.5334516680757,508.49572764639623,494.3343237765005,0.8854935860463292,-0.01890902991866144,0.9922779661333249
Q9CY94,774.8,766.3252528768537,758.3648989118178,836.4059513543222,820.0030809961477,795.1156848464531,781.4168509681886,753.3817022481485,778.5661874905438,815.0246307667492,0.9889207088026046,-0.001130616109947861,0.9922779661333249
Q9CZ13,2553.2,2617.0151909309216,2440.537142470322,2644.6028994115786,2696.472098629195,2657.1306094893694,2527.0797492392585,2741.2228967829233,2508.2829381747647,2688.2873380749193,0.7250875549148387,-0.02289005908397463,0.9922779661333249
Q9CZ96,117.5,119.9107636516645,130.98148544203326,325.9723389514851,135.32716756247706,111.4907721765735,124.61940785159189,105.93369153293946,128.7534231436073,131.23142574968335,0.4300251289909376,0.18106479813684864,0.9922779661333249
Q9CZG9,144.0,166.3334844225792,150.22591781335706,196.16877862981414,160.1244534260204,187.27275611153982,189.6774067444692,166.89838010745163,189.39883595226163,173.56414373345217,0.2812004398689071,-0.07834456853581942,0.9922779661333249
Q9CZH7,214.6,223.09182981796164,234.43895714368483,241.2290601887791,249.66550613465128,208.59883797805523,215.26808774942373,223.4114391944685,227.56199292219367,238.02169734270015,0.8806949354421416,-0.022073727639035312,0.9922779661333249
Q9CZJ1,1377.5999999999997,1889.842685572179,1944.1352144425712,1548.2494929610525,1437.8194182107086,1502.348074187173,1585.901358053519,1511.5168393727754,1547.591585738605,1560.9590708618755,0.28549724040389723,0.10658995285403185,0.9922779661333249
Q9CZL5,216.6,239.29598706818655,223.47410614141893,226.93501316856367,233.07756064231512,256.6073199473271,237.25444748607478,246.04684336817348,235.02459044849223,254.47554621941032,0.06393063825000923,-0.08201837360425449,0.6692313621064796
Q9CZT5,445.4,437.77501587364446,442.99489865617056,469.66154494993674,443.47364479510935,437.13508272434115,399.17858046460736,397.85495402648843,413.6546147805256,397.6879298890283,0.04826409662349577,0.13804340764605677,0.6300302086413674
Q9CZT6,491.2,482.79629601751265,491.6281153464926,483.2068561738552,545.9634508727577,461.6352791012216,484.33067042827645,504.16590229565634,496.49889364842255,496.970134518886,0.4593755985565102,0.04290183104507144,0.9922779661333249
Q9D0Y8,404.5,423.9357896815604,436.654678688874,377.43090822426075,441.1039382962042,437.73022919503455,464.14647132577716,426.9037227160766,464.5703118270438,440.8992514535923,0.9385927285384671,-0.03778512492672917,0.9922779661333249
Q9D142,114.30000000000001,117.80860271109478,109.72310084580349,128.78255696308412,129.74143081505775,125.97266963011418,117.41076531498499,117.62865035602039,125.25828253002442,119.25046782974877,0.7218189429620513,-0.03840832194146895,0.9922779661333249
Q9D270,79.2,79.88211574164939,84.21303933032776,85.08361321556825,99.10451107921241,84.70918099536811,76.23139482461804,84.65641160965674,83.69444820633608,94.64956756748313,0.5591388274283382,-0.049661223912007106,0.9922779661333249
Q9D2N9,1194.8,1243.5157863861805,1236.5666660922707,1173.9496617031245,1250.6972371721615,1320.0348719980784,1239.5260841695574,1220.350090351683,1273.1758159424353,1210.4761151773896,0.7209951247420122,-0.0278732816025563,0.9922779661333249
Q9D2Y9,28.7,29.780613324737715,35.505231816860956,24.84441505894593,27.082359987487596,33.52658451573117,37.30472512694074,25.653458063532348,28.150051428316196,25.08013857906304,0.8312516826042465,-0.02995384385719273,0.9922779661333249
Q9D384,11.9,17.3428277597002,12.158304172580536,14.22598012964301,8.547869871050771,14.481897453540686,12.885448534184844,14.788464060153943,15.39751135173,15.73499140151407,0.1970501410208445,-0.2263463111597602,0.9922779661333249
Q9D394,177.10000000000002,166.8590246577216,171.93184734845482,181.05792892272925,175.35828091898216,200.56436062369363,192.56086375911198,188.62836811420843,185.05352600023969,185.54510165338675,0.0008098969583941597,-0.15886168924870225,0.06362494852024439
Q9D3P8,450.5,471.1468208051887,504.75610021995385,460.4044478320829,552.2262466198642,475.42283900561995,533.1692236137883,529.4421036229603,523.51538595882,511.7466492868054,0.4339797132558668,-0.1324727550593722,0.9922779661333249
Q9D666,1019.5999999999999,1266.3767866148764,1212.7721935091222,1097.7147442619753,1038.016078895423,1157.4606944203167,1167.1693347083656,1153.122939955779,1153.9631820413108,1182.041308380745,0.2821951999710812,-0.07200353562399037,0.9922779661333249
Q9D6R2,4018.1,3896.2677133067873,3739.461736711534,3654.3752210539424,3686.2477237969047,3614.6220897566855,3773.6342598820074,3985.5665155587335,3888.95794379983,3614.894623602659,0.8264932377399911,0.013526210037705206,0.9922779661333249
Q9D787,1302.5000000000002,1325.1497029116376,1291.6146935730342,1345.8185603985723,1424.1089734670427,1352.9663100431162,1323.326553657613,1360.8404989231453,1343.645407773052,1361.9952963381625,0.8585426929978762,0.006482997646372228,0.9922779661333249
Q9D7V9,97.6,84.43679777955046,88.09176213385038,70.24503107077315,82.77046271175897,90.95821893764938,86.9542505978208,84.27915487342833,81.42732997049853,85.2245473371346,0.7374663447620562,-0.028651600920786537,0.9922779661333249
Q9D8N0,10302.900000000001,10222.983834068935,10454.798953602656,10844.21280533175,10435.171832678814,10289.09056750531,9939.816977663846,10324.686905752067,9859.13042809853,10248.431531659236,0.5298384303157171,0.02803166337940582,0.9922779661333249
Q9D8T7,1038.4,996.6870559476189,999.0694851996545,1000.3110238527928,1131.0270589774507,969.196027524288,948.837573880884,1049.6036915347015,971.3657007965619,1039.4679091335238,0.7933528099366949,0.0302024297111032,0.9922779661333249
Q9D938,86.2,83.2105372308848,77.05232030843983,52.343438850217595,82.51656558687627,90.26388138850702,90.01792367587873,85.56182777660496,89.7400968352362,85.2245473371346,0.08478612470458936,-0.23107303777624272,0.8513219051971014
Q9DAV6,885.1999999999999,834.73307348456,874.204447255484,801.2153689283631,878.9072139689334,842.0330649527868,814.7568226999956,832.4547141616247,874.6353227341599,833.2356868050498,0.5016334625764804,0.07769452664779505,0.9922779661333249
Q9DB25,1160.5999999999997,1202.961598241023,1187.0383595242126,1157.1371397317282,1150.9156670932618,1193.6654380541686,1228.2625802061093,1161.8752962362782,1192.6931185702024,1194.820996828675,0.4285630738618038,-0.04518090813358755,0.9922779661333249
Q9DBE0,355.99999999999994,345.54270460614794,340.43251683225503,392.1333565879109,367.55840445518317,463.0239541995063,354.4849967376446,523.4814471905513,429.52444243138837,357.11241906684984,0.28982876208128694,-0.1334317216349435,0.9922779661333249
Q9DBF7,384.4,381.54221071340436,395.77890760559706,378.72417914513744,396.5873090667715,377.42205349809797,377.3724367913715,376.1249660197317,403.64150923890975,376.4416978443443,0.8722592608617709,-0.015618934508252143,0.9922779661333249
Q9DBL1,742.2000000000002,764.8362222106169,770.4486122612535,821.2951016472373,771.9318920183573,797.3970796507779,810.7920693048618,771.1882201981298,852.4364566749174,809.2737709651807,0.41696132002550934,-0.05427560481630528,0.9922779661333249
Q9DBR7,5465.799999999999,5306.204574154738,5379.042620254435,5636.4830745238205,5419.857292495954,5463.642983122794,5696.809980617022,5307.474119303107,5579.000125356894,5399.258623144916,0.31999810841868415,-0.04558347225035823,0.9922779661333249
Q9DC47,69.8,81.10837629031508,80.25972570366046,89.64409488392272,81.33171233742368,75.08764638582397,84.52133374171596,83.90189813719991,83.59998494650951,80.1126719579625,0.7251796058337374,-0.021157685459471054,0.9922779661333249
Q9EP97,860.5999999999999,860.3093649281584,842.950892357869,859.6848279301016,928.2478885711374,901.3493298652343,842.2397723708093,849.7330726808862,884.8373547954288,868.539576142457,0.9857163618599246,-0.002514778288884134,0.9922779661333249
Q9EPK5,228.20000000000002,208.98983350830645,218.10356687500297,223.05520040593373,236.80138514059468,200.26678738834687,193.28172801277267,204.39769968855626,206.4966859808698,193.13304166934532,0.7030867361867088,0.16713545610402958,0.9922779661333249
Q9EPK8,20.1,19.882938896221944,19.244432371323793,27.294823119554295,18.87301961628042,24.20262314153375,23.157764148849683,18.78738546417516,23.804741476294232,24.680773315065217,0.2899837111837782,-0.12858800094997047,0.9922779661333249
Q9EPX5,19.0,21.19678948407802,19.020659901889797,19.330996922577107,18.449857741475924,21.127699709617577,17.1205260244414,20.824571839808613,26.16632297195834,21.405978150283104,0.22258626818383442,-0.1253872619769897,0.9922779661333249
Q9EQ28,851.3,843.3168973252199,817.7391941349719,871.8007344519986,798.8449872559231,872.5839171150509,871.2545585806522,891.004959624275,875.1076390332929,869.8974180400495,0.43283117179590946,-0.07971579096637,0.9922779661333249
Q9EQ61,2325.7,2534.5053740135604,2567.0431785236756,2407.3217188760023,2409.483715136787,2365.31045669268,2423.7258368706566,2370.9831358483543,2389.448157312947,2376.9421782622194,0.9597372208682615,0.004011111124135227,0.9922779661333249
Q9ER64,52.0,52.904383671004645,40.72658943698757,44.65188021553022,34.02221473428129,50.48825893049458,44.7836917586704,61.2664939634949,65.17964928032946,41.69373356137231,0.28340840873912976,-0.14060224487634626,0.9922779661333249
Q9ES28,1828.7,1798.9242248925384,1841.199878502932,1936.4349698957608,1866.2285002627782,1922.3231003398525,1915.4264300081622,1807.5124746175914,1886.525761996318,1890.914651976874,0.4944027689347027,-0.04492500056547352,0.9922779661333249
Q9ESX4,250.5,271.61671152944604,254.42929774645523,247.55928101201738,244.75682838691912,296.1845602484417,243.6521177373134,252.91291596753067,273.9434534970368,280.83365364326636,0.09795497925691779,-0.08434214417101557,0.9268048037385298
Q9ET30,1680.8,1606.8392689479806,1549.7735324767227,1600.5248649206974,1363.089031120235,1581.8993191031977,1525.348760746021,1557.542161192642,1478.2555530259065,1507.3642524333684,0.8089647830241973,-0.015880581602301665,0.9922779661333249
Q9JI19,242.70000000000002,237.9821364803305,232.57418656506817,246.87861210629285,236.63212039067287,244.40681729811132,237.97531173973547,224.99591748662783,240.3145329987799,234.02804470272196,0.5850012282580431,0.021207456205971885,0.9922779661333249
Q9JI46,370.1,357.10458977928135,375.04265877138,396.08123624111334,469.96357815787064,384.46462006797054,393.50177446702946,379.59572799303305,354.80400390857596,366.77705845559706,0.2904364912006926,0.07304756265981333,0.9922779661333249
Q9JJ00,886.6999999999999,870.8201696310069,839.7434869626483,880.1729619924105,809.4240341260355,941.7200987939401,900.4495608539102,925.561676662798,893.8113644789526,918.2206149837857,0.43694068131355435,-0.09095892303695374,0.9922779661333249
Q9JJ48,193.4,182.2748715552329,169.5449410078255,163.76893871732577,193.892771035419,187.17356503309094,190.3081629664223,181.38503877862286,199.78979453318374,181.47157596060902,0.31579275397226214,-0.06048664511351855,0.9922779661333249
Q9JJA2,267.6,277.2224740376319,264.34987722469583,256.7483112392988,256.3514637565623,255.7146002412869,252.66292090807204,279.3963388507656,264.8749805536866,272.5268561521117,0.9119196754291929,-0.004908161590682106,0.9922779661333249
Q9JJK5,76.89999999999999,92.05713118911571,72.12932598089189,85.83234901186526,74.30722521566909,93.93395129111664,94.16289313442772,95.14414887680674,87.94529489853147,90.33642271630669,0.11779078634870077,-0.17497856860522573,0.9493973515048069
Q9JJN0,67.2,68.93336084284877,60.34397592403469,61.32826840578159,73.1223719662165,67.05316903146235,60.91302943432835,65.49176940925317,69.99727553148422,70.12854035801703,0.834753967230228,-0.013386404589169842,0.9922779661333249
Q9JKC8,1442.5,1362.813419763512,1435.0528464802267,1390.062039270668,1384.3317572354204,1379.8470923027705,1401.8106492749207,1351.635434559172,1371.7954592013684,1382.2031786964521,0.8484415217487049,0.020041513310115586,0.9922779661333249
Q9JKZ2,73.9,74.88948350779631,75.4113221992572,76.37105122229406,85.30943396058592,73.99654452288597,67.31069968556699,78.9975605662305,74.15365896385306,83.06797491154637,0.6188827710324663,0.026240434283392133,0.9922779661333249
Q9JLR9,7.6,7.357563291994024,4.997585150692613,4.560481668354458,5.41647199749752,3.471687745711808,4.505401585379316,5.58339969618057,5.2899425502876065,7.428193910359435,0.389637984898644,0.201659603366915,0.9922779661333249
Q9JLZ3,227.2,237.19382612761686,228.1733279995329,255.591174099567,208.3649071537327,269.8989244594809,242.84114545194512,221.29880147158934,254.38955871293797,249.04417862904,0.12480180811052993,-0.13267809315444365,0.9493973515048069
Q9QUK3,35.1,47.21103112362832,37.66836568805626,26.818354885547112,20.481034740537492,42.05701726233733,26.041221163492445,33.123141440855,23.71027821646767,37.54033481579499,0.9469563256235094,0.01730411110462917,0.9922779661333249
Q9QUK9,78.6,88.02798938635706,103.60665334794089,76.57525189401143,78.20031446387043,89.9663081531603,124.88973194671465,86.91995202702725,97.9584004401473,103.9947147450321,0.13258469958863275,-0.2345601881182964,0.9493973515048069
Q9QX60,113.5,115.70644177052506,133.74134589838587,124.97081109102665,149.03761230614265,150.27448385009686,141.28939371749536,119.06222595368837,148.30731792770612,142.65327230002097,0.26372540098306385,-0.0859448061228476,0.9922779661333249
Q9QY33,61.1,62.45169794275879,57.21116135195872,63.914810247534874,55.095676099545074,72.90544265994798,55.506547531873174,61.719202046969,57.811515013857424,62.93996560605628,0.5379405408895525,-0.048287597142696724,0.9922779661333249
Q9QY76,2041.7,2118.6278679375173,2097.3447651817146,2049.221807574318,2121.3951107698877,2101.5613790970306,2188.9944142723944,2034.7719325215892,2150.8339629910456,2080.1339140590403,0.9756339407106588,-0.002046055119068816,0.9922779661333249
Q9QYH6,896.6,875.4624417080985,932.9074250703361,932.516400842628,919.6153863251255,900.7541833945409,900.0891287270798,891.0049596242751,905.9971249965794,860.2327786513024,0.9234952056309454,0.00735957152453179,0.9922779661333249
Q9QYM8,655.7,627.5826307992521,634.2457691990938,593.2710182295143,621.7094264627622,636.8067236419946,659.5006840678243,645.0335676033471,661.2428187859509,649.2081731548546,0.7126968500178306,-0.08369017430969448,0.9922779661333249
Q9QZ11,13.7,15.065486740749668,14.694392159499175,12.11590652189692,12.10242961940852,12.498075884562509,9.731667424419323,12.600374990029124,15.964290910689385,14.377149503921487,0.6221742951335261,0.06766603586509046,0.9922779661333249
Q9QZ88,2122.4,2070.978886617937,2153.884609125371,2313.5255436671596,2189.1010107386064,2058.710833207102,2194.040464048019,2161.605647241583,2179.0784776791875,2148.664993361066,0.8948592926854078,-0.010980456873674363,0.9922779661333249
Q9QZH6,478.49999999999994,445.13257916563845,453.8851588352918,494.98242824288985,457.94578091342305,489.2103989100182,464.9574436111454,448.48280802834205,478.173021242069,455.8355123271107,0.9883671598834867,0.0008567807943340266,0.9922779661333249
Q9QZM4,501.79999999999995,481.39485539046615,469.6238225188162,524.65959253248,464.9702680351777,490.5990740083029,494.6930940746489,491.56552730562714,468.9156217790658,507.19388527723027,0.7435113199454524,0.03808894774694944,0.9922779661333249
Q9R022,30.9,35.123605715352426,32.223235598495656,36.07545200340094,31.229346360571633,36.79989010454517,34.69159220742073,33.5758495243291,33.15660419912411,40.655383874977986,0.11653706954743258,-0.1104770174384802,0.9493973515048069
Q9R0B7,446.59999999999997,498.3873229934047,499.75851506926136,515.4705623051987,480.79652215286575,545.7493136258962,511.45318797226,509.90020468632827,479.49550687964097,531.5551663810973,0.05090723370826019,-0.07950086706793184,0.6300302086413674
Q9R0P3,5160.8,4985.625030717856,4819.909809962019,5213.107015163153,4765.225872173402,4853.816232818904,5005.230837261299,4728.988639970452,4904.910303234531,4766.504298866771,0.6621173571337735,0.026591558906298763,0.9922779661333249
Q9R0Q7,1713.3,1619.0142843954468,1669.4918036239112,1451.3222407858768,1641.1063828667875,1476.3600116335588,1620.1424101024022,1557.1649044564133,1590.7612954793447,1552.492527265122,0.6662267141245075,0.03317881610518339,0.9922779661333249
Q9R1Q7,408.0,470.00815029571345,385.1870107190545,309.70435210466843,383.2153938229495,440.7059615485018,436.7536296866709,476.2489038147535,407.98681919093167,434.2697880712285,0.6698178412823805,-0.1588325467583752,0.9922779661333249
Q9R1T2,4619.900000000001,4551.966746686159,4471.048530114417,4400.116074165755,4658.927609222514,4429.179225979125,4349.154258398362,4507.916192540599,4341.248031849421,4471.133749613984,0.652935358947734,0.030378019752636057,0.9922779661333249
Q9RF52,43.0,62.01374774680677,94.28280045485766,40.56786678118294,59.158030097668224,60.010602461589826,58.11968045139318,46.85528663956938,58.000441533510546,53.51494537570776,0.8256856689450051,0.05007380949795035,0.9922779661333249
Q9WTK5,4068.8,4009.7844040975524,4078.178664611461,4401.545478867777,4167.80593732442,4172.770288188695,4071.261088612165,4165.895235475917,4115.764230643411,4015.3781103396723,0.713330742710377,-0.01783176945740944,0.9922779661333249
Q9WTV7,342.8,333.5428692370624,326.70780537363646,323.0454626568695,333.7900868457846,355.2032519255424,366.4693649547536,340.05922203629495,373.88558239354194,346.56917609730743,0.0005416950730434194,-0.11231355418574708,0.06362494852024439
Q9WUJ8,215.89999999999998,219.06268801520304,217.13388617412235,240.82065884534438,222.32924902228098,225.26293915747192,206.9781488323258,203.19047813262534,206.02436968173697,214.69876592522758,0.8747307748658154,0.025466713863029112,0.9922779661333249
Q9WV60,798.6,800.4853681611118,765.5256179337058,771.3340039670555,761.8606393980104,793.2310543559237,714.466583409452,782.4304709377366,736.6245001275494,779.3213761653442,0.785292763685171,0.026204251462490145,0.9922779661333249
Q9WV92,4525.6,4503.529455013865,4530.199052868136,5052.196885849871,4509.974629291332,4631.231452779552,4645.699790748029,4482.790893907787,4510.526193458623,4679.762163526443,0.8378833151007216,-0.013954133292058492,0.9922779661333249
Q9Z0G0,1032.8999999999999,1018.1466155492683,1044.6444781410453,1089.002182268701,1083.971458499191,1115.8004414717752,1131.306338088746,1065.9766338870147,1095.8682772479738,1078.3660858469111,0.438679345960891,-0.05108596676846909,0.9922779661333249
Q9Z150,6.5,6.306482821709164,10.144351947674558,5.853752589231095,7.701546121441784,6.64580225607689,10.182207582957254,5.055240265460786,8.78508316387049,10.143877705544604,0.5612123355319114,-0.1402809570756139,0.9922779661333249
Q9Z1A1,1596.9,1620.5033150616835,1539.5545897059035,1580.6493328735405,1553.0887129074526,1663.037621274405,1697.0946691806807,1663.4758527255815,1690.4200345963702,1726.2962901569729,0.14557499364331553,-0.09322198460360537,0.9493973515048069
Q9Z1M7,48.5,45.63441041820103,43.41185907019553,53.29637531823195,31.99103773521972,46.81818902788496,56.047195722118694,42.63001119381111,56.583492636112084,50.16027715812608,0.193718962835298,-0.1909212098982101,0.9922779661333249
Q9Z1W9,576.5,587.4663928500465,577.1837894934245,555.0854926183673,579.0547094824692,592.4683115753322,553.7138548431179,599.8382106031829,545.7142520180627,592.6580517727635,0.9629242292056814,0.00720721867256889,0.9922779661333249
Q9Z2P8,69.0,67.35674013742148,68.69814811623726,72.21897089737433,61.697001346495185,71.12000324786761,73.70836993680561,69.71704485501145,65.27411254015601,63.8185691868515,0.7161173326321681,-0.019562868040918068,0.9922779661333249
Q9Z2Q6,1568.4,1488.2423558841724,1568.8687832017572,1503.1892114020875,1580.340337644862,1628.8166992095316,1584.8200616730282,1501.1800048001164,1588.0218609443743,1593.307657245699,0.557081964634063,-0.052167679524069956,0.9922779661333249
Q9Z2U0,2845.9,2704.254869964565,2920.3799077599583,2908.8385686138477,2898.235680535977,2716.546065480266,2741.446756671606,2658.226414812671,2711.0955570223987,2666.2423755022396,0.4537241159753682,0.06049258251063649,0.9922779661333249
A0A338P7C9,266.79999999999995,283.87931701610273,280.3123133776543,301.53632523597383,263.03742137847325,284.7775862268172,256.89799839832864,298.3346270094321,263.26910513663506,291.45676966560836,0.8037864664741678,-0.01902180677604224,0.9989869073110234
A2ABV5,1497.6999999999996,1538.2562682618932,1541.4193602845198,1560.3653994829494,1477.4273696924092,1550.2573650779957,1509.7600712606088,1488.6550811573334,1504.7052657773443,1534.52109038522,0.6029628007416985,-0.019482799589202477,0.9989869073110234
A2AG58,359.8,349.6594364480969,349.0850523170363,368.2418779969794,357.0639899600318,365.9158883980246,353.7641324839839,344.3599488292989,352.3479591530853,381.23408101231814,0.65634676620668,-0.018294807356952148,0.9989869073110234
A2AGH6,1475.6000000000001,1703.0131319790453,1807.932371380411,1525.5832184004253,1566.4606281512747,1576.6421919454053,1543.4604751192462,1510.6114232058271,1576.780733025013,1569.5853605642287,0.946453155273456,-0.004705327758906686,0.9989869073110234
A6H5Z3,981.1000000000001,1058.0000833809027,1045.0174322567686,1082.6038945548905,1005.6865116603599,1068.287914894748,1055.5254834226662,1044.3220972275035,1085.005002367919,1130.922554589024,0.4748176779265836,-0.06489416022771635,0.9989869073110234
A6ZI47,164.0,201.89504033388363,203.2599930692145,198.2107853469878,181.02865004136243,173.2868140502437,208.7803094664775,200.39877828453507,209.04719399618705,198.56440925971566,0.3104968048299137,-0.07886079515200066,0.9989869073110234
A8C756,1900.7,1959.914716924503,1915.1193842392963,1931.7383544462612,1946.2060946008273,2034.4090189871197,1964.535307288797,1965.8094011390347,1958.1289129448535,2009.0468970674287,0.15239276575168909,-0.06824314380565889,0.8753723986201675
B1AZA5,118.6,110.62621949748157,120.46417937863536,123.88174084186737,112.22252919815172,131.22979678790634,124.97983997842222,118.38316382847722,128.94234966326042,133.38799817527158,0.5124368573502067,-0.14873451636294227,0.9989869073110234
B2RRD7,160.8,169.66190591181459,164.92030997285622,157.5748516752324,168.84158804699297,168.32726012779827,177.1523903371147,178.06517949981276,182.40855472509588,178.11690774302733,0.1671635157607858,-0.08684846533388639,0.8818767488701703
B7ZNG0,118.6,106.59707769472294,110.54359990039481,118.70865715836084,119.58554581974991,128.65082874823472,112.99547176131324,116.1950747583524,128.84788640343385,130.99180659128464,0.1510931707164479,-0.1317624347052705,0.8753723986201675
C0HK80,86.30000000000001,107.21020796905577,97.93775078894629,103.18940610784117,81.67024183726728,109.4077595291464,102.27261598811046,102.38747821239235,101.45354105373018,96.32690167627396,0.16410284522365237,-0.11187513038220756,0.8818767488701703
D3Z286,115.5,126.91796678689691,125.38717370618332,120.41032942267219,119.50091344478902,127.85730012064344,130.20610581746223,119.21312864817975,130.26483530083232,127.63713837370298,0.04883738029115599,-0.12202392341426803,0.5227660795528772
E9PUA5,64.4,60.261946962998664,57.733297113971375,52.88797397479723,70.49876834242865,54.852666382246575,56.85816800748697,62.247361477688784,65.46303905980915,59.26580517727636,0.6232581579111194,0.04663645202769927,0.9989869073110234
E9PZ36,45.4,52.0284832791006,51.91521290868744,56.42745228456487,43.924202604706444,43.9416477528666,49.01876924892696,45.94987047262118,55.54439677801987,51.67786516131779,0.8289498661414102,0.01947854689288775,0.9989869073110234
E9Q0S6,1047.0,1062.9051255755653,1066.4249984992878,1063.6812989757482,1059.0895402606868,1033.8686106729765,1085.5314579812923,1064.8448636783294,1059.8777752540527,1068.701446458164,0.6688214372487709,0.010201184155278637,0.9989869073110234
E9Q236,1302.9999999999998,1402.053757320814,1264.7619972409545,1387.0670960854798,1290.474453403784,1419.721905839232,1306.5664597600016,1359.4823746727232,1282.3387521456116,1396.819947358772,0.0627184953740596,-0.051041573292281796,0.55326672704974
E9Q238,119.4,117.89619275028518,121.13549678693738,111.01709852367347,119.24701631990631,115.35922423608093,122.81724721744015,121.47666906555024,113.73376483118355,117.57313372095794,0.9484268587765212,0.0029821225233959223,0.9989869073110234
E9Q4Y4,500.3,481.6576255080373,492.896159339952,480.27997987923976,494.1684373966877,564.0004720604954,529.9253344723152,513.2955153123839,531.544763044078,522.8490036259446,5.538339465565345e-06,-0.13643785636268327,0.00027359396959892804
E9Q634,3346.7,3374.4062598103546,3293.2594326601425,3279.258587109145,3279.250632609943,3322.3059815677516,3295.430935609847,3326.498997367689,3305.5528511109683,3401.074461258227,0.7136819520453836,-0.023303649727082126,0.9989869073110234
E9Q8I7,243.89999999999998,275.47067325382386,246.29889802368666,256.27184300529154,207.8571129039673,254.62349837834887,288.61602555939896,229.07029023789474,283.20085296004015,261.1050096017741,0.00865911190551243,-0.13977592108586992,0.16111604509747104
F6WAU7,73.7,55.5320848467168,63.92433543497865,67.04588721386779,63.47428122067405,73.89735344443706,68.4821040977656,58.625696809895985,71.79207746818895,74.8410504731913,0.26064966039770376,-0.10355298395867951,0.9989869073110234
G3X8Q1,165.29999999999998,161.4284422279165,163.0555393942396,158.9361894866815,160.97077717562937,144.62059237850903,164.80758999317538,153.99619972843976,162.94912320082364,153.1166422167638,0.9190587801636368,-0.005084625076024437,0.9989869073110234
G5E893,51.3,54.83136453319356,59.0013411074307,56.767786737427144,56.11126459907586,54.35671099000202,61.904217783111804,55.90944830905138,53.74959484131515,50.320023263725204,0.851984990714393,0.011019284200470913,0.9989869073110234
K7N6Y5,97.19999999999999,78.83103527136454,93.9098463391343,76.37105122229406,88.61009658406097,75.78198393496633,95.15408148321114,76.13040937089453,91.25150899246123,79.39381448276643,0.8217848449536542,0.04987750650614,0.9989869073110234
L0N7N1,790.3000000000001,809.1567820409618,802.5226662134598,789.3717299687561,847.8471323582836,854.828714072696,797.8165127389693,864.2197313520574,845.8240284870578,845.7757560945813,0.3999045076873816,-0.05193183372745316,0.9989869073110234
O08573,1087.2,1101.0067926233914,1032.4861739684648,1011.6101276878202,1070.8534403802516,1089.7131878397122,961.452698319946,1099.1752266751155,963.9031032702633,1052.96645505665,0.8791495109627769,0.014401445193259001,0.9989869073110234
O08579,1050.3999999999999,1149.5316743348758,1112.596718025836,1131.1355875330505,1022.8668837774221,1148.731879516813,1147.525783796112,1139.2398920625733,1073.5749479289047,1107.7593692771507,0.741847188049402,-0.031467063959914804,0.9989869073110234
O08585,1456.3,1358.5215078431822,1362.4759755604666,1350.3109751763545,1310.1091643947125,1279.7632941478212,1409.9203721286035,1338.2805460966863,1367.544612509173,1280.9241477466048,0.9255312359983713,-0.009393355520012641,0.9989869073110234
O08760,60.599999999999994,68.32023056851594,61.462838271204674,66.90975343272288,69.48317984289787,70.22728354182743,63.61627038555595,67.22715039590389,60.645412808654356,64.93679192604539,0.9543053203787488,0.003913991496791258,0.9989869073110234
O08992,752.6,774.7338966391326,768.3600692132031,788.2826597195967,773.11674526781,755.935208859134,593.2712807627483,762.5867666121219,611.5551441171781,711.3494082329154,0.025335919612666093,0.1350706125751585,0.34766511912936254
O09167,3991.1,4377.837748775635,4562.347697643489,3586.3763973720606,4405.115116714778,3920.031420300876,3935.288068765418,4140.015423370646,4178.298908648597,4027.039576048409,0.6013115980456845,0.041370526558070525,0.9989869073110234
O09172,1426.9,1390.2291020301088,1307.5771297259926,1369.2335707554967,1391.9486709819016,1347.8083739637727,1315.7574789941755,1354.0498776710338,1370.756363343276,1348.816242626234,0.6002595768888055,0.04485990023611378,0.9989869073110234
