,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,Abundance: 131C,Abundance: 132C,p_value0Control_Mix2,fold_change0Control_Mix2,q_value0Control_Mix2,Gene_Symbol,Protein_Name,Organism,Mass
P52655,122.55109066228607,119.81517188286776,131.0280023255598,126.94115784563981,113.16058815754693,116.40400157826728,98.15910756853937,107.70072708750685,129.2,95.50532991556969,119.12443480475446,130.3787822866378,0.9076777037329004,-0.014057517585591093,0.9999874507963832,GTF2A1,Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)],Homo sapiens (Human),"41,514"
P52657,427.05050389836526,401.9424594258079,387.65001856247693,368.53136385515523,406.2737871123686,376.87788730169143,395.0074232105956,369.8431970298922,417.2,388.07856473946083,346.8827246388811,381.6138551530378,0.9583994726132363,-0.014204916508698952,0.9999874507963832,GTF2A2,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA p12 subunit) (TFIIA-12) (TFIIAS) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma),Homo sapiens (Human),"12,457"
P52701,7179.835326620548,7079.485363025918,7347.594221530793,7095.175787819297,7157.190991728208,7135.485567979579,7125.782171171213,7184.369070596598,6948.700000000001,6958.115074482992,7138.449391618823,6904.838090753023,0.5521135029256146,-0.05353016608288807,0.9999874507963832,MSH6,DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160),Homo sapiens (Human),"152,786"
P52732,4187.079571251142,4159.926604411348,4283.437036305262,4379.62456340642,3986.4991679910895,4070.7914469747748,4113.388225567815,4027.3473199089826,3929.4000000000005,3977.2866888297162,4064.9696144510326,3687.2674970973303,0.389696986261722,-0.09472717051463732,0.9999874507963832,KIF11,Kinesin-like protein KIF11 (Kinesin-like protein 1) (Kinesin-like spindle protein HKSP) (Kinesin-related motor protein Eg5) (Thyroid receptor-interacting protein 5) (TR-interacting protein 5) (TRIP-5),Homo sapiens (Human),"119,159"
P52735,1512.7156604479521,1463.5236034286227,1539.3494221810656,1479.0732228396957,1528.6990918708234,1605.4982053298415,1433.4074896530474,1661.0735771446627,1368.2999999999997,1475.8933998333953,1432.3542848685213,1346.0835568644168,0.6933660878283782,-0.03361189736504243,0.9999874507963832,VAV2,Guanine nucleotide exchange factor VAV2 (VAV-2),Homo sapiens (Human),"101,289"
P52739,179.18401225810246,184.59024918204312,203.35362276811475,191.33944315953624,197.38240156580935,187.68152035290493,193.9472222006406,189.08508395304813,187.5,180.47271291604176,193.42548329651177,172.8332244797913,0.5789062118980004,0.029615212274369147,0.9999874507963832,ZNF131,Zinc finger protein 131,Homo sapiens (Human),"71,422"
P52747,117.23510928595786,136.0089412076616,138.06922674959694,134.74935330386734,122.00853537974196,133.5456867421902,125.47294619630684,125.37590111718521,128.79999999999998,127.8659543005151,133.94996490054268,132.44198882312747,0.9287164872253272,-0.04300284133726068,0.9999874507963832,ZNF143,Zinc finger protein 143 (SPH-binding factor) (Selenocysteine tRNA gene transcription-activating factor) (hStaf),Homo sapiens (Human),"68,896"
P52756,1203.3964240973353,1382.8355736137544,1236.7298420436455,1346.6431355135198,1263.5933047997921,1324.0556535686885,1245.9093682395185,1329.0159743737715,1265.0999999999997,1250.1987887383914,1383.0225502223018,1333.8630258405933,0.7115668748989307,0.05843925210485144,0.9999874507963832,RBM5,RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9),Homo sapiens (Human),"92,154"
P52758,514.0199592150947,537.857795030436,546.0010330552242,548.1971682603117,526.7522263559415,507.47360962032275,542.1038249872184,492.3125139733082,525.9,543.658489667083,565.7110168129715,504.4539981717325,0.9592349329393537,-0.020812526385524815,0.9999874507963832,RIDA,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (14.5 kDa translational inhibitor protein) (hp14.5) (p14.5) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog),Homo sapiens (Human),"14,494"
P52788,4273.411108802711,4197.368845624744,4076.4097312289528,4145.687935123285,3964.212985138192,4392.975399288321,3809.806289986275,4269.92926392519,3774.100000000001,4022.923466808483,3836.257635546416,3717.2633459739864,0.6079726782077131,-0.07200611765138087,0.9999874507963832,SMS,Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase),Homo sapiens (Human),"41,268"
P52789,5015.380349434761,5072.5812339878785,5239.359786916382,4999.873594707008,4980.928604663054,4957.614535711122,5092.1341097294835,4972.379958029118,4870.100000000003,5291.957798458112,4999.845000549771,5072.7900404477205,0.8215373900316281,-0.023156154825931644,0.9999874507963832,HK2,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase),Homo sapiens (Human),"102,380"
P52799,109.15481759393901,116.5389757766956,112.65959078459349,123.07571454948757,116.02120267299344,121.66610027975061,110.48827083801777,132.68163971611895,110.6,118.65562274479987,135.25044999666446,127.36332657946053,0.8628207966169885,0.02070025642138548,0.9999874507963832,EFNB2,Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),Homo sapiens (Human),"36,923"
P52803,132.54513564978308,119.81517188286776,136.69159588402445,129.4923504211003,128.59460135716532,136.25646486113615,126.99038167562728,130.08928085843277,129.6,128.69571390012908,116.00327057406219,124.34787087228328,0.9927453169149356,0.0025429469834998093,0.9999874507963832,EFNA5,Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7),Homo sapiens (Human),"26,297"
P52815,2173.1023068912828,2263.1026645406982,2082.518658457058,2223.3256750808505,2211.787227791865,2258.716003227611,2123.650953308921,2184.1016157651006,2091.3,2067.5119943581667,2218.5408749773374,2183.110577898778,0.9178303687089862,-0.026660677063682064,0.9999874507963832,MRPL12,"39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12) (5c5-2) (Mitochondrial large ribosomal subunit protein bL12m)",Homo sapiens (Human),"21,348"
P52888,5089.378810193248,5142.972647469065,4916.228813891552,5045.253899003837,4750.4828213721985,4962.95636318081,4705.946780242438,4851.010429691997,4727.2,4434.650180136943,4813.788932797948,4689.589103343539,0.2794452298073755,-0.09873232579761591,0.9999874507963832,THOP1,Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78),Homo sapiens (Human),"78,840"
P52895,1797.5105027157754,1665.1500723627612,1724.0284932158647,1703.1143162846797,1693.2842153874437,1744.7046346145362,1631.4328197043617,1715.4345568270508,1667.9,1706.317640646199,1718.3743070089033,1646.2007538261114,0.6425848130151544,-0.06329470087602287,0.9999874507963832,AKR1C2,"Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)",Homo sapiens (Human),"36,735"
P52907,2351.648401384226,2375.6165993869536,2395.5470051343586,2344.4686679822607,2267.203318288771,2309.264042269133,2467.4449290924535,2360.696243403843,2310.8999999999996,2321.3354558800843,2397.8344202293256,2338.247838623292,0.8318143184162679,-0.03598935186311013,0.9999874507963832,CAPZA1,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),Homo sapiens (Human),"32,923"
P52943,809.1632452288362,796.4900762119702,852.6004356931871,783.9119004596757,819.3332179590523,776.398744773402,817.3286850489587,786.3488534981354,788.4000000000001,823.951282416687,809.5086228325999,791.6364772315876,0.7917442173422348,-0.07739020034506953,0.9999874507963832,CRIP2,Cysteine-rich protein 2 (CRP-2) (Protein ESP1),Homo sapiens (Human),"22,493"
P52948,7708.8817931927315,7501.9274495160535,7597.404618487939,7426.908131495083,7305.6768428555715,7477.043610966773,7356.053005158086,7469.842770258163,7287.899999999999,7332.004750069058,7231.304027481918,7184.561284642488,0.6143865837238847,-0.03883578550483818,0.9999874507963832,NUP98,Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)],Homo sapiens (Human),"197,579"
P53004,2141.419057888367,2307.6589315846395,2222.042051120314,2273.7310556626758,2146.1926716934872,2171.652188348524,2199.9969258622295,2145.766127202954,2172.7999999999997,2059.8782060417184,2323.3599737247528,2246.0383772617142,0.7993014753887715,-0.05538732382662889,0.9999874507963832,BLVRA,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),Homo sapiens (Human),"33,428"
P53007,2056.2215963637473,1974.4229847854137,2024.3520219106642,1966.119078154879,2070.552701831564,2083.472170714576,2052.9005240856072,2040.1078646699873,1998.7,2005.528952267002,1956.7098756248208,1998.13617649272,0.829621622876177,-0.04123115144620105,0.9999874507963832,SLC25A1,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",Homo sapiens (Human),"34,013"
P53041,4440.04940501268,4536.689156621148,4330.506090878988,4548.157891118658,4566.804759112947,4552.034291855887,4336.73576018029,4119.808119166455,4395.5,4156.763690226219,4700.386632416128,4406.374329161547,0.5532675093052603,-0.06772816923891167,0.9999874507963832,PPP5C,Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT),Homo sapiens (Human),"56,879"
P53350,3025.643960150957,3098.2518548055004,2877.7943431328117,2979.9475458696907,2810.1878688718984,2898.858283139876,2789.425769860755,2886.9450915141338,2721.8000000000006,2749.989265040668,2799.9444119501786,2547.266531589211,0.4491622651848992,-0.07750076464827348,0.9999874507963832,PLK1,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13),Homo sapiens (Human),"68,255"
P53355,53.72685177675699,67.67685099321358,68.26926289392486,73.82996695650793,56.74660887618314,56.5276966568435,53.86895951587475,70.70069611871348,60.0,67.79135928846259,58.17503329984733,56.34140926568036,0.804343447764749,-0.039800266466177625,0.9999874507963832,DAPK1,Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1),Homo sapiens (Human),"160,046"
P53365,867.7807998718149,899.9242675639772,857.8813540112149,881.3210715227125,855.9224733891821,874.5448584328861,875.9396304377099,860.11324644866,834.6,895.2276320235286,918.4025748811964,967.5645115161136,0.97597880779885,-0.004679869079681677,0.9999874507963832,ARFIP2,Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (Protein POR1),Homo sapiens (Human),"37,856"
P53367,1304.9671082610464,1495.1622972539426,1339.8990868654064,1466.5491865601625,1321.138224703542,1505.9967026108839,1348.9053013983919,1479.6870134356516,1310.7999999999997,1226.2187363095472,1384.49643333124,1438.3723723235523,0.545881950570111,-0.09231346921932684,0.9999874507963832,ARFIP1,Arfaptin-1 (ADP-ribosylation factor-interacting protein 1),Homo sapiens (Human),"41,738"
P53384,961.271192343507,879.5182461026761,911.3028175761921,892.3762393497079,873.6183678335722,908.0309410786892,889.6913894690513,949.7460178613844,846.5999999999999,935.1390687649613,830.056287351324,847.7398242045962,0.6363676488036283,-0.06585754743629953,0.9999874507963832,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1),Homo sapiens (Human),"34,534"
P53396,25540.8806016997,24529.909908544345,25249.448109356566,24184.377908974308,25272.863984780313,24765.031064544575,24570.504960591075,25337.00846806335,24491.69999999999,25070.522494656856,23957.969935787343,24121.58245088159,0.6693458244463859,-0.02556017311104462,0.9999874507963832,ACLY,ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme),Homo sapiens (Human),"120,839"
P53420,66.76872608668218,71.70189192365366,74.08592654856419,71.35608324697048,80.09720643250236,72.71263660231492,82.51055418804759,72.74316067325408,78.6,83.72274360105109,74.90794153661416,72.92641565515528,0.04685166448423541,0.13717879395632662,0.388952243675124,COL4A4,Collagen alpha-4(IV) chain,Homo sapiens (Human),"164,038"
P53539,6.733576410015718,8.518109876047628,5.20438326994046,9.895534838149754,4.922918003326557,6.537758992751998,7.966536266432182,5.73461201851787,8.6,6.63807679691188,8.32310461517935,5.078662243666963,0.6278832681573716,0.1321172070024247,0.9999874507963832,FOSB,Protein fosB (G0/G1 switch regulatory protein 3),Homo sapiens (Human),"35,928"
P53567,80.80291692018861,71.79549752668716,91.3828474163075,88.44134261596344,86.41716873407023,76.0612448668952,88.58029610532927,102.7516783591969,97.30000000000001,100.23495963336939,92.94133486950275,93.71718921516691,0.004292903976142727,0.2283913615319984,0.04825703479780746,CEBPG,CCAAT/enhancer-binding protein gamma (C/EBP gamma),Homo sapiens (Human),"16,408"
P53582,2237.532001172381,2165.7528373858686,2164.870370199057,2150.655341113187,2035.9592239703504,2180.6615391556084,2130.9536115531505,2322.8320928158205,2114.2999999999997,2229.564044162778,2256.515039784093,2116.770552340878,0.69094370922623,-0.05507604499612198,0.9999874507963832,METAP1,Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1),Homo sapiens (Human),"43,215"
P53597,2326.1316907778505,2636.4018094382577,2384.908633450216,2544.4667041251782,2509.7568188310497,2364.0377060254814,2518.373857367145,2388.976521851328,2430.0,2310.4656051251413,2597.9357270192627,2610.273685049704,0.9416753452064995,-0.013975481066715185,0.9999874507963832,SUCLG1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",Homo sapiens (Human),"36,250"
P53602,766.4227549631576,766.8171000503536,746.7524641883685,810.2742237394341,756.93190597094,759.5759746822962,786.9799754625506,804.2596965148762,740.6,733.6734379786858,791.3885304933033,727.4390123077352,0.8991397299244015,0.03270230167952375,0.9999874507963832,MVD,Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase),Homo sapiens (Human),"43,405"
P53609,946.386444489788,913.1226575916992,995.567905520375,926.7013758195399,932.2942283597075,918.0767658724301,947.8281362705146,953.1239400092785,936.3000000000001,937.4623956438804,928.1995626053139,905.1921908360787,0.7274903119216962,-0.05435175162537863,0.9999874507963832,PGGT1B,Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (Type I protein geranyl-geranyltransferase subunit beta),Homo sapiens (Human),"42,368"
P53611,2184.3721874090993,2270.2166903712437,2209.796443426337,2305.504999557046,2278.9784059453764,2319.3895958310786,2147.4557223907605,2248.832030878234,2158.3,2057.139999362992,2197.4730164201646,2197.394315459091,0.9543875451141064,-0.011911030264986192,0.9999874507963832,RABGGTB,Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta),Homo sapiens (Human),"36,924"
P53618,7904.297268586553,7640.557347608657,7784.838951253878,7769.463716400093,7622.539794880495,7701.878737302875,7468.817429215083,7528.288679049631,7572.800000000004,7572.800985877033,7691.4156544898,7394.13545629131,0.7789551563821419,-0.029875909619092696,0.9999874507963832,COPB1,Coatomer subunit beta (Beta-coat protein) (Beta-COP),Homo sapiens (Human),"107,142"
P53621,13808.226185136651,14135.101297278294,13942.925455410927,14038.362345233889,13745.918005910129,13761.90295097475,13910.900077234986,13439.573881535274,13314.599999999995,13616.438005625456,13623.448371939658,13257.054246117028,0.38605869242533597,-0.06632845866441843,0.9999874507963832,COPA,Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin],Homo sapiens (Human),"138,346"
P53634,1980.592901316518,1881.0045929579903,1898.1457276146082,1947.4103326015024,1904.5040080977387,1877.3733049064795,1875.265733287661,1778.6724016887893,1906.1,1845.0534457016574,2099.9366342110316,1940.0489770807794,0.6038359668939317,-0.06756931929822589,0.9999874507963832,CTSC,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],Homo sapiens (Human),"51,854"
P53667,9.781405732443885,11.419883570085831,9.031135674308446,8.11743092191972,7.5839547618814525,7.016131601977754,10.053010050497752,7.69852024403769,11.0,9.957115195367821,10.057084743341715,8.173472048401518,0.6569614165149957,-0.08161895235781591,0.9999874507963832,LIMK1,LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1),Homo sapiens (Human),"72,585"
P53671,56.703801347500786,56.7249954382952,67.12123717261446,59.75975335851374,47.29992838331327,58.36145832554223,50.45472968740381,59.78136638482328,56.0,57.004484493480774,49.24503563981116,46.660209363690214,0.7070774328062894,-0.050734980672949605,0.9999874507963832,LIMK2,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),Homo sapiens (Human),"72,232"
P53677,25.658470109744105,30.70263779498486,24.261610243693028,33.39743007875542,27.9408859648264,21.207852342341848,28.35707551980026,25.687919589799233,31.5,32.85848014471381,30.51805025565762,28.17070463284018,0.5090280671349948,0.0878925235563841,0.9999874507963832,AP3M2,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (P47B),Homo sapiens (Human),"46,977"
P53680,813.5577898332676,952.6242220718322,817.7004537653511,875.2909799807148,824.9213951520176,864.5787624073496,811.3537828491346,851.707719243435,820.3,771.5934516810447,837.2523048831979,868.9273682523942,0.8092004999907585,-0.05259657938073371,0.9999874507963832,AP2S1,AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (HA2 17 kDa subunit) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin),Homo sapiens (Human),"17,018"
P53701,921.6494111519409,945.0421682261195,884.2094105532666,927.7836999424626,914.199178401534,979.1490023169183,896.7095285609082,909.8394027188217,935.3000000000002,870.6667478749547,921.3503410990724,916.3017644941001,0.8810253356172565,0.024552816807409956,0.9999874507963832,HCCS,Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase),Homo sapiens (Human),"30,602"
P53778,49.61582617906319,48.30049116528106,50.36006164148269,52.64733769359361,47.499506140204886,52.222343173811694,49.221813360455975,48.15502968974596,60.8,58.581027732747344,54.88047105633884,58.40461580217007,0.8112307893775609,0.031310670231323584,0.9999874507963832,MAPK12,Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3),Homo sapiens (Human),"41,940"
P53794,22.468881283947184,28.26889211611411,27.858757503798934,24.584219363528295,23.017967961499846,18.57680299160019,24.4686471040417,26.394926550986366,28.2,24.228980308728364,20.027470480275312,27.377163657267218,0.9097232595390713,0.013871865121335722,0.9999874507963832,SLC5A3,Sodium/myo-inositol cotransporter (Na(+)/myo-inositol cotransporter) (Sodium/myo-inositol transporter 1) (SMIT1) (Solute carrier family 5 member 3),Homo sapiens (Human),"79,694"
P53801,957.0184072424445,938.2089592046746,657.43606307042,757.3176505821483,768.3743640327261,908.270127383302,648.2294688221899,610.4612328205804,633.6999999999999,632.7746706656251,916.7552937594422,635.8643837266151,0.0716621726994484,-0.2567931970088356,0.5453466716251838,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor),Homo sapiens (Human),"20,324"
P53803,321.29791438527633,299.5379297071694,327.57000581389957,296.24757421710825,316.4637965111409,286.306006621615,334.6893629076091,285.31658700351926,323.8,311.4087777351286,274.7491513073267,304.6403805224604,0.9990265054917132,-0.0004219513823744414,0.9999874507963832,POLR2K,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha) (DNA-directed RNA polymerase II subunit K) (RNA polymerase II 7.0 kDa subunit) (RPB7.0) (RPB10alpha)",Homo sapiens (Human),"7,004"
P53804,80.09411940334485,77.13101689959612,91.0001721758707,86.97247416342557,74.24292556368158,79.96795450890554,76.63049170568098,82.09136382672843,80.3,82.81000804147571,89.12657858754554,77.68766150859307,0.5089909402824414,-0.05144257418922926,0.9999874507963832,TTC3,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3),Homo sapiens (Human),"229,869"
P53805,14.742988350350204,12.168728394353757,16.072360098345538,19.095289882992102,13.504761549666094,12.995789217299704,15.648553380491785,15.94693479122093,11.8,13.774009353592154,14.045239038115154,15.077278535886293,0.9561892634584903,0.010102035461181824,0.9999874507963832,RCAN1,Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1),Homo sapiens (Human),"28,079"
P53814,217.95523642945616,212.1102964738893,224.3242259440513,228.0611544729826,214.54608865848843,205.7002219670751,224.77013037433653,216.815468097388,213.6,229.09662545342127,216.66081701388748,198.3058897956834,0.8619712405182729,0.009958127175912539,0.9999874507963832,SMTN,Smoothelin,Homo sapiens (Human),"99,059"
P53985,1420.0049452447884,1182.613188725118,1248.8989146895356,1236.0914572435656,1176.3112991191915,1273.7468008317794,1090.5619110440912,1067.2662860764901,1116.1,957.4596019945773,1153.2701832407886,986.5301408323073,0.14202796906246354,-0.398057366007729,0.8428710987797299,SLC16A1,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),Homo sapiens (Human),"53,944"
P53990,2147.5147165332232,2186.346070053236,2201.760263377164,2072.805313128681,2175.1979723617355,2115.7623218373146,2235.0876213215147,2107.5091949698276,2162.2999999999997,2059.878206041718,2146.147204626559,2154.0669781928073,0.9201842444784749,0.016617380781380035,0.9999874507963832,IST1,IST1 homolog (hIST1) (Putative MAPK-activating protein PM28),Homo sapiens (Human),"39,751"
P53992,4754.259344229519,4757.411168574117,4829.131929168137,4780.934886412946,4732.454297332991,4563.036861868077,4796.613550131834,4465.377410528921,4722.900000000001,4624.748104408508,4839.018343662711,4611.901441834943,0.8731147959725185,-0.016276608739349246,0.9999874507963832,SEC24C,Protein transport protein Sec24C (SEC24-related protein C),Homo sapiens (Human),"118,325"
P53999,3652.0792055374723,4013.995469282136,3426.167962678745,3656.863975891872,3706.8907305859325,4084.4250663377093,3471.797536967653,3878.6401890726215,3464.8,3431.802728043481,4078.6680574635143,3763.9235553376775,0.8753532554483292,0.024641785218019366,0.9999874507963832,SUB1,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),Homo sapiens (Human),"14,395"
P54098,302.44390043723234,298.4146624707675,313.56409201391267,317.27558574817647,312.20613769745313,298.5045081568718,353.7521461165718,344.548059085197,348.7,353.3946134755962,356.41961534377407,337.65168510629564,0.0013386937740947685,0.1843429308901354,0.016584824406897146,POLG,DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha),Homo sapiens (Human),"139,562"
P54105,829.0095757004616,916.3052480948377,901.5828664690976,892.8400925452462,906.2825940448334,889.214951782476,889.7862291865086,881.7947932583985,873.9,835.3189889313988,917.5355848171151,938.3622036150285,0.8671959302588165,0.023039689812670947,0.9999874507963832,CLNS1A,"Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)",Homo sapiens (Human),"26,215"
P54132,658.1893741411152,648.3124066099548,678.5597363425311,644.9878683959639,671.6456778592556,609.446704153613,645.4791170159217,636.4633777264628,638.8,643.9764252604137,632.3825527408144,631.7379706536358,0.9610991873171099,-0.008282035698201875,0.9999874507963832,BLM,"Bloom syndrome protein (EC 3.6.4.12) (DNA helicase, RecQ-like type 2) (RecQ2) (RecQ protein-like 3)",Homo sapiens (Human),"159,000"
P54136,11355.9994161123,11442.161703607804,11561.690504268909,11235.142866864282,11387.640704559824,11010.861804085636,11505.100964489933,11024.673771107076,11264.499999999998,11654.969288097953,10911.243354474493,11095.845399144064,0.8177200088568107,-0.021794637402875936,0.9999874507963832,RARS1,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",Homo sapiens (Human),"75,379"
P54198,173.72627137840553,235.88611964439588,191.1080150741372,165.67289967308534,235.76785680796377,168.62634475207898,174.03088153456014,144.85787071434186,173.8,195.7402895489391,182.50140848908887,185.2918177962868,0.02453604306403456,-0.2211284266170322,0.2295039804236728,HIRA,Protein HIRA (TUP1-like enhancer of split protein 1),Homo sapiens (Human),"111,835"
P54252,138.78255379800817,148.27127520504885,153.6823765594183,138.38287000225046,147.88711785668832,158.26160488552094,153.35582312881948,150.35681374579733,140.0,151.1821990496681,152.6769502846962,154.18501155382666,0.9938676416943756,0.0005612031569563278,0.9999874507963832,ATXN3,Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1) (Spinocerebellar ataxia type 3 protein),Homo sapiens (Human),"41,250"
P54259,27.572223405222257,32.10672184048722,33.675421158438276,25.357308022758744,30.202767209598065,27.426696262276675,26.08092230081964,27.65182781531905,32.7,29.290513866373672,33.465816473533636,36.42353077879899,0.7037480831903051,-0.060343024975954694,0.9999874507963832,ATN1,Atrophin-1 (Dentatorubral-pallidoluysian atrophy protein),Homo sapiens (Human),"125,414"
P54274,71.87206820795724,63.09017644457255,73.3205760676906,75.76268860458404,74.50902923953707,66.01542007315433,78.9066449246616,57.89601448832425,72.0,73.01884476603068,77.33551371604148,72.52964516736881,0.5745372107342761,-0.05571993070001722,0.9999874507963832,TERF1,Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1),Homo sapiens (Human),"50,246"
